id,store_name,store_name_gn,store_name_tb,store_name_hp,store_name_retty,store_name_demaekan,store_name_uber,store_name_google,phone_number,area_id
2167,"イタリア食堂 ポルチェリーノ ペリエ千葉店",,,"イタリア食堂 ポルチェリーノ ペリエ千葉店",,,,,,3
2168,"全席個室　千葉びよりwithミートバル　千葉駅前マルシェ店",,,"全席個室　千葉びよりwithミートバル　千葉駅前マルシェ店",,,,,,3
2169,"うまいもの工房  流庵  千葉店",,,"うまいもの工房  流庵  千葉店",,,,,,3
2170,"HUB　千葉富士見店",,,"HUB　千葉富士見店",,,,,,3
2171,"焼鳥屋　鳥貴族　千葉駅前店",,,"焼鳥屋　鳥貴族　千葉駅前店",,,,,,3
2172,"今日和　ペリエ千葉店",,,"今日和　ペリエ千葉店",,,,,,3
2173,"がっつり油そば天増 船橋店 Abura Soba Tenzo Funabashi",,,,,,"がっつり油そば天増 船橋店 Abura Soba Tenzo Funabashi",,,1
2174,"皇皇魯肉飯 ファンファンルーロー飯 西船橋店",,,,,,"皇皇魯肉飯 ファンファンルーロー飯 西船橋店",,,1
2175,"バナナジュース専門店 BANANA LABO 船橋店 BANANA LAB Funabashi",,,,,,"バナナジュース専門店 BANANA LABO 船橋店 BANANA LAB Funabashi",,,1
2176,"明洞ペダルフライドチキン　アンニョン　船橋店 Myondon pedarufuraidotikin annyon",,,,,,"明洞ペダルフライドチキン　アンニョン　船橋店 Myondon pedarufuraidotikin annyon",,,1
2177,"ベトサン",,,,,,"ベトサン",,,1
2178,"ローソン Ｈ船橋本町四丁目",,,,,,"ローソン Ｈ船橋本町四丁目",,,1
2179,"サラダチキン研究所 船橋店 Salad Chicken Lab Funabashi",,,,,,"サラダチキン研究所 船橋店 Salad Chicken Lab Funabashi",,,1
2180,"一杯満足！スムージーモンスター 船橋店 Smoothie monster Funabashi",,,,,,"一杯満足！スムージーモンスター 船橋店 Smoothie monster Funabashi",,,1
2181,"ハンバーグ&バーガー TERU 西船橋北口駅前店",,,,,,"ハンバーグ&バーガー TERU 西船橋北口駅前店",,,1
2182,"ハンバーグ&バーガー TERU 船橋南口駅前店",,,,,,"ハンバーグ&バーガー TERU 船橋南口駅前店",,,1
2183,"餃子 太郎 Gyoza Taro",,,,,,"餃子 太郎 Gyoza Taro",,,1
2184,"岡本庵シャポー船橋店 okamotoann syapo-funabasitenn",,,,,,"岡本庵シャポー船橋店 okamotoann syapo-funabasitenn",,,1
2185,"江戸うなぎ専門店白金",,,,,,"江戸うなぎ専門店白金",,,1
2186,"野菜の要らない究極の牛肉ハンバーガー　船橋店　Hamburger Funabashi",,,,,,"野菜の要らない究極の牛肉ハンバーガー　船橋店　Hamburger Funabashi",,,1
2187,"濃厚鶏白湯つけ麺 どっかん 船橋南口駅前店",,,,,,"濃厚鶏白湯つけ麺 どっかん 船橋南口駅前店",,,1
2188,"吉野家 篠崎駅前店 Yoshinoya SHINOZAKI-EKIMAE",,,,,,"から好し 瑞江駅前店 Karayoshi Mizue Ekimae",,,2
2189,"ドミノ・ピザ 本八幡南店 Domino's Pizza Honyawata Minami Store",,,,,,"ドミノ・ピザ 本八幡南店 Domino's Pizza Honyawata Minami Store",,,2
2190,"東京からあげ専門店あげたて 八幡店 Tokyo Karaage speciality store, Agetate in Yahata Store @ RamenFranckey",,,,,,"東京からあげ専門店あげたて 八幡店 Tokyo Karaage speciality store, Agetate in Yahata Store @ RamenFranckey",,,2
2191,"びばりば 市川 Viva LiBAR ICHIKAWA",,,,,,"びばりば 市川 Viva LiBAR ICHIKAWA",,,2
2192,"幸福茶 koufukucha",,,,,,"幸福茶 koufukucha",,,2
2193,"バナナジュース専門店 BANANA LAB 市川南店 BANANA LAB Ichikawa-Minami",,,,,,"バナナジュース専門店 BANANA LAB 市川南店 BANANA LAB Ichikawa-Minami",,,2
2194,"らあめん花月嵐 妙典駅前",,,,,,"らあめん花月嵐 妙典駅前",,,2
2195,"ローソン 江戸川瑞江一丁目店 Lawson Edogawa Mizue 1Chome",,,,,,"ローソン 江戸川瑞江一丁目店 Lawson Edogawa Mizue 1Chome",,,2
2196,"ディープ サン DEEP SUN",,,,,,"ディープ サン DEEP SUN",,,2
2197,"すき家 西船橋店 Sukiya Nishi Funabashi",,,,,,"松屋 西船橋店 Matsuya Nishifunabashi",,,2
2198,"やきとり餃子道場 下総中山店 Yakitori Gyozadojo Shimosa-Nakayama",,,,,,"やきとり餃子道場 下総中山店 Yakitori Gyozadojo Shimosa-Nakayama",,,2
2199,"ローソン ＬＴＦ市川駅南",,,,,,"ローソン ＬＴＦ市川駅南",,,2
2200,"マクドナルド 市川ショップス店 McDonald's ICHIKAWA SHOPS",,,,,,"マクドナルド 市川東大和田店 McDonald's Ichikawa Higashiowada",,,2
2201,"ハンバーグ&バーガー TERU 西船橋北口駅前店",,,,,,"ハンバーグ&バーガー TERU 西船橋北口駅前店",,,2
2202,"皇皇魯肉飯 ファンファンルーロー飯 西船橋店",,,,,,"皇皇魯肉飯 ファンファンルーロー飯 西船橋店",,,2
2203,"ケンタッキーフライドチキン 西友行徳店 Kentucky Fried Chicken Seyu Gyotoku",,,,,,"ケンタッキーフライドチキン ショップス市川店 Kentucky Fried Chicken Shops Ichikawa",,,2
2204,"1ポンドステーキ＆ハンバーグ専門店 「ハックルベリー」 ★ Steak ★ HUCKLE BERRY",,,,,,"1ポンドステーキ＆ハンバーグ専門店 「ハックルベリー」 ★ Steak ★ HUCKLE BERRY",,,2
2205,"カレーハウス CoCo壱番屋 JR 下総中山駅南口 Curry House CoCo Ichibanya JR Shimosanakayama Station South-exit",,,,,,"カレーハウス CoCo壱番屋 原木中山駅前 Curry House CoCo Ichibanya Baraki Nakayama Station",,,2
2206,"スターバックス コーヒー ニッケコルトンプラザ ツムグテラス店 Starbucks Coffee Nikke Colton Plaza Tsumugu Terrace",,,,,,"スターバックス コーヒー ニッケコルトンプラザ ツムグテラス店 Starbucks Coffee Nikke Colton Plaza Tsumugu Terrace",,,2
2207,"丼丸 行徳店 Donmaru Gyotoku",,,,,,"丼丸 行徳店 Donmaru Gyotoku",,,2
2208,"かつや 瑞江店 Katsuya MIZUE",,,,,,"かつや 瑞江店 Katsuya MIZUE",,,2
2209,"カフェアンジェ Ｃａｆｅ Ａｎｇｅ",,,,,,"カフェアンジェ Ｃａｆｅ Ａｎｇｅ",,,2
2210,"油そば 雷神 aburasoba raijin",,,,,,"油そば 雷神 aburasoba raijin",,,2
2211,"蒙古タンメン中本 市川店 Moukotanmen Nakamoto Ichikawa",,,,,,"蒙古タンメン中本 市川店 Moukotanmen Nakamoto Ichikawa",,,2
2212,"うどん屋 はんなりや udon restaurant hannariya",,,,,,"うどん屋 はんなりや udon restaurant hannariya",,,2
2213,"すし銚子丸 大和田店",,,,,,"すし銚子丸 大和田店",,,2
2214,"サーティワン アイスクリーム イオン市川妙典店 31 Ice Cream Aeon Ichikawa Myoden",,,,,,"サーティワン アイスクリーム シャポー市川店 31IceCream Shapo Ichikawa",,,2
2215,"はなの舞 妙典店 Hana no Mai Myoden",,,,,,"はなの舞 妙典店 Hana no Mai Myoden",,,2
2216,"焼きラーメン でめきん yakira-men demekin",,,,,,"焼きラーメン でめきん yakira-men demekin",,,2
2217,"とびだせっ！肉マルくん！ Tobidase! Nikumarukun!",,,,,,"とびだせっ！肉マルくん！ Tobidase! Nikumarukun!",,,2
2218,"鮨処 いっきゅう sushidokoro ikkyuu",,,,,,"鮨処 いっきゅう sushidokoro ikkyuu",,,2
2219,"デニーズ 南八幡店 Denny's MINAMIYAWATA",,,,,,"デニーズ 市川店 Denny's ICHIKAWA",,,2
2220,"モリバコーヒー 瑞江駅北店 Moriva Coffee Mizue-eki Kita",,,,,,"モリバコーヒー 瑞江駅北店 Moriva Coffee Mizue-eki Kita",,,2
2221,"広東料理 永記 Kangtong Eiki",,,,,,"広東料理 永記 Kangtong Eiki",,,2
2222,"肉バル　556　Meat bar 556",,,,,,"肉バル　556　Meat bar 556",,,2
2223,"焼き鳥1本180円！唐揚げ弁当700円！鶏専門店 とりいちず 市川北口駅前店",,,,,,"焼き鳥1本180円！唐揚げ弁当700円！鶏専門店 とりいちず 市川北口駅前店",,,2
2224,"から揚げの天才 原木中山店 Karaage no tensai Barakinakayama",,,,,,"から揚げの天才 原木中山店 Karaage no tensai Barakinakayama",,,2
2225,"めん匠 下かまた村 mentakumi shimokamatamura",,,,,,"めん匠 下かまた村 mentakumi shimokamatamura",,,2
2226,"キングミート King Meat",,,,,,"キングミート King Meat",,,2
2227,"和の牛 一幸 Wanoushi Ikko",,,,,,"和の牛 一幸 Wanoushi Ikko",,,2
2228,"究極のブロッコリーと鶏胸肉 下総中山店",,,,,,"究極のブロッコリーと鶏胸肉 下総中山店",,,2
2229,"ピザハット市川菅野 Pizza Hut",,,,,,"ピザハット市川菅野 Pizza Hut",,,2
2230,"無添加スープ 濃厚鶏白湯ラーメン　博多　とりめん　市川北口駅前店",,,,,,"無添加スープ 濃厚鶏白湯ラーメン　博多　とりめん　市川北口駅前店",,,2
2231,"サンマルクカフェ 瑞江駅前",,,,,,"サンマルクカフェ 瑞江駅前",,,2
2232,"寿司バル 八幡BASE susibaru yawatabase",,,,,,"寿司バル 八幡BASE susibaru yawatabase",,,2
2233,"華屋与兵衛 市川菅野店 Hanaya Yohei Ichikawa Sugano",,,,,,"華屋与兵衛 市川菅野店 Hanaya Yohei Ichikawa Sugano",,,2
2234,"からあげの鉄人 原木中山南口駅前店",,,,,,"からあげの鉄人 西船橋北口駅前店",,,2
2235,"お粥専門店 おかゆ堂 Okayudo",,,,,,"お粥専門店 おかゆ堂 Okayudo",,,2
2236,"唐揚げ・つけそば専門店「唐蕎麦屋」 西船橋北口駅前店",,,,,,"唐揚げ・つけそば専門店「唐蕎麦屋」 市川北口駅前店",,,2
2237,"博多水炊き・自家製豆腐 鶏風 市川北口駅前店",,,,,,"博多水炊き・自家製豆腐 鶏風 市川北口駅前店",,,2
2238,"低温調理サラダチキン専門店 きちんと、チキン。本八幡店 Sous-vide Chicken【KICHIN TO CHICKEN】",,,,,,"低温調理サラダチキン専門店 きちんと、チキン。本八幡店 Sous-vide Chicken【KICHIN TO CHICKEN】",,,2
2239,"江戸うなぎ専門店白金",,,,,,"江戸うなぎ専門店白金",,,2
2240,"アジアンキッチン エベレスト Asian Kitchen Everest",,,,,,"アジアンキッチン エベレスト Asian Kitchen Everest",,,2
2241,"MCTオイルのサラダ専門店 タンパク宣言 本八幡店 MCT Oil Power Salad 【TANPAKU-SENGEN】",,,,,,"MCTオイルのサラダ専門店 タンパク宣言 本八幡店 MCT Oil Power Salad 【TANPAKU-SENGEN】",,,2
2242,"しゃぶしゃぶ温野菜 市川鬼高店 Shabu Shabu Onyasai Onitaka",,,,,,"しゃぶしゃぶ温野菜 市川鬼高店 Shabu Shabu Onyasai Onitaka",,,2
2243,"博多もつ鍋専門店 山幸 本八幡店 Hakata Motsunabe【Yamakou】",,,,,,"博多もつ鍋専門店 山幸 本八幡店 Hakata Motsunabe【Yamakou】",,,2
2244,"吉祥寺肉山の焼肉弁当 市川店",,,,,,"吉祥寺肉山の焼肉弁当 市川店",,,2
2245,"藍屋 京葉谷河内店 Aiya Keiyo Yagouchi",,,,,,"藍屋 京葉谷河内店 Aiya Keiyo Yagouchi",,,2
2246,"鉄板焼肉 なんしようと？本八幡店 TEPPAN YAKINIKU ~ NANSHIYOTO？~",,,,,,"鉄板焼肉 なんしようと？本八幡店 TEPPAN YAKINIKU ~ NANSHIYOTO？~",,,2
2247,"たこ焼き きまぐれ takoyaki KIMAGURE",,,,,,"たこ焼き きまぐれ takoyaki KIMAGURE",,,2
2248,"ほっともっと 南篠崎店",,,,,,"ほっともっと 篠崎１丁目店",,,2
2249,"SAKUSAKUクリスピーチキン本八幡店 SAKUSAKU Crispy Chicken motoyawata",,,,,,"SAKUSAKUクリスピーチキン本八幡店 SAKUSAKU Crispy Chicken motoyawata",,,2
2250,"爆発的にデカい唐揚げ専門店 爆カラ 本八幡店 EXTRA Large KARAAGE【BAKUKARA】",,,,,,"爆発的にデカい唐揚げ専門店 爆カラ 本八幡店 EXTRA Large KARAAGE【BAKUKARA】",,,2
2251,"焼き鳥屋　心込 Kokoroko",,,,,,"焼き鳥屋　心込 Kokoroko",,,2
2252,"給食堂～Koo with kitchen",,,,,,"給食堂～Koo with kitchen",,,2
2253,"パリワール スパイスカフェ Pariwar Spice Cafe",,,,,,"パリワール スパイスカフェ Pariwar Spice Cafe",,,2
2254,"MAX鈴木の背脂飯店 篠崎店",,,,,,"MAX鈴木の背脂飯店 篠崎店",,,2
2255,"ピザポケット 市川原木インター店 Pizza Pockets Ichikawa Haraki Inter",,,,,,"ピザポケット 市川原木インター店 Pizza Pockets Ichikawa Haraki Inter",,,2
2256,"海鮮丼 専門店 魚DE丼 西船橋店",,,,,,"海鮮丼 専門店 魚DE丼 西船橋店",,,2
2257,"ガスト 市川国分店 Gusto Ichikawa Kokubun",,,,,,"ガスト 市川国分店 Gusto Ichikawa Kokubun",,,2
2258,"巣ごもり食堂 ていしょく屋【おうち定食・弁当・丼】篠崎店",,,,,,"巣ごもり食堂 ていしょく屋【おうち定食・弁当・丼】篠崎店",,,2
2259,"ティエスカフェ Thiès:Café",,,,,,"ティエスカフェ Thiès:Café",,,2
2260,"炒飯総本家【中華/チャーハン/餃子】篠崎店",,,,,,"炒飯総本家【中華/チャーハン/餃子】篠崎店",,,2
2261,"げんこつ唐揚げ専門店 宮島家 市川店",,,,,,"げんこつ唐揚げ専門店 宮島家 市川店",,,2
2262,"宅配どんぶり 神宮軒 市川店",,,,,,"宅配どんぶり 神宮軒 市川店",,,2
2263,"至高の天丼 なかの家【海鮮天ぷら/定食】篠崎店",,,,,,"至高の天丼 なかの家【海鮮天ぷら/定食】篠崎店",,,2
2264,"松屋 行徳店 Matsuya Gyotoku",,,,,,"松屋 行徳店 Matsuya Gyotoku",,,2
2265,"東京どんぶり専門店どんぶりマニア八幡店＠ラーメンフランキー　Tokyo Donburi speciality store",,,,,,"東京どんぶり専門店どんぶりマニア八幡店＠ラーメンフランキー　Tokyo Donburi speciality store",,,2
2266,"松乃家 行徳店 Matsunoya Gyotoku",,,,,,"松乃家 行徳店 Matsunoya Gyotoku",,,2
2267,"サラダチキン研究所 市川南店 Salad Chicken Ichikawa-Minami",,,,,,"サラダチキン研究所 市川南店 Salad Chicken Ichikawa-Minami",,,2
2268,"ココス 篠崎 COCO'S Shinozaki",,,,,,"ココス 篠崎 COCO'S Shinozaki",,,2
2269,"プロテイン専門店 プロチャージ 市川南店 PRO CHARGE Ichikawa-Minami",,,,,,"プロテイン専門店 プロチャージ 市川南店 PRO CHARGE Ichikawa-Minami",,,2
2270,"なか卯 瑞江駅前店 Nakau Mizue Ekimae",,,,,,"なか卯 瑞江駅前店 Nakau Mizue Ekimae",,,2
2271,"すき家 本八幡駅南口店 Sukiya Honyahata-Eki Minamiguchi",,,,,,"すき家 本八幡駅南口店 Sukiya Honyahata-Eki Minamiguchi",,,2
2272,"松屋 篠崎店 Matsuya Shinozaki",,,,,,"松屋 篠崎店 Matsuya Shinozaki",,,2
2273,"松屋 瑞江店 Matsuya Mizue",,,,,,"松屋 瑞江店 Matsuya Mizue",,,2
2274,"ローソン 瑞江駅前",,,,,,"ローソン 瑞江駅前",,,2
2275,"ローソン ＬＴＦ市川田尻二丁目",,,,,,"ローソン ＬＴＦ市川田尻二丁目",,,2
2276,"ローソン 市川東大和田ＴＤＫ前店 Lawson Ichikawa Higashiowada TDK Mae",,,,,,"ローソン 市川東大和田ＴＤＫ前店 Lawson Ichikawa Higashiowada TDK Mae",,,2
2277,"ローソン 市川南一丁目 Lawson Ichikawaminami 1chome",,,,,,"ローソン 市川南一丁目 Lawson Ichikawaminami 1chome",,,2
2278,"マクドナルド 本八幡南口店 McDonald's MOTOYAWATAMINAMIGUCHITENN",,,,,,"マクドナルド 本八幡南口店 McDonald's MOTOYAWATAMINAMIGUCHITENN",,,2
2279,"マクドナルド 市川コルトンプラザ店 McDonald's ICHIKAWAKORUTONNPURAZATENN",,,,,,"マクドナルド 市川コルトンプラザ店 McDonald's ICHIKAWAKORUTONNPURAZATENN",,,2
2280,"成城石井 シャポー市川店 Seijo Ishii Shapo Ichikawa",,,,,,"成城石井 シャポー市川店 Seijo Ishii Shapo Ichikawa",,,2
2281,"バーガーキング ニッケコルトンプラザ店 Burger King NIKKE COLTONPLAZA",,,,,,"バーガーキング ニッケコルトンプラザ店 Burger King NIKKE COLTONPLAZA",,,2
2282,"楽茶 Rakucha",,,,,,"楽茶 Rakucha",,,2
2283,"カレーハウス CoCo壱番屋 妙典駅 Curry House CoCo Ichibanya Myoden Station",,,,,,"カレーハウス CoCo壱番屋 妙典駅 Curry House CoCo Ichibanya Myoden Station",,,2
2284,"餃子の王将 瑞江駅北口",,,,,,"餃子の王将 瑞江駅北口",,,2
2285,"スターバックス コーヒー ダイエーいちかわコルトンプラザ店 Starbucks Coffee Daiei Ichikawa Colton Plaza",,,,,,"スターバックス コーヒー ダイエーいちかわコルトンプラザ店 Starbucks Coffee Daiei Ichikawa Colton Plaza",,,2
2286,"カレーハウス CoCo壱番屋 江戸川区篠崎駅前 Curry House CoCo Ichibanya Edogawaku Shinozaki Station",,,,,,"カレーハウス CoCo壱番屋 江戸川区篠崎駅前 Curry House CoCo Ichibanya Edogawaku Shinozaki Station",,,2
2287,"餃子の王将 下総中山駅前",,,,,,"餃子の王将 下総中山駅前",,,2
2288,"カレーハウス CoCo壱番屋 西船橋 Curry House CoCo Ichibanya Nishifunabashi",,,,,,"カレーハウス CoCo壱番屋 西船橋 Curry House CoCo Ichibanya Nishifunabashi",,,2
2289,"壱角家 市川南口 Ichikakuya Ichikawa Minamiguchi",,,,,,"壱角家 市川南口 Ichikakuya Ichikawa Minamiguchi",,,2
2290,"カレーハウス CoCo壱番屋 JR 西船橋駅北口 Curry House CoCo Ichibanya JR Nishifunabashi Station North-exit",,,,,,"カレーハウス CoCo壱番屋 JR 西船橋駅北口 Curry House CoCo Ichibanya JR Nishifunabashi Station North-exit",,,2
2291,"幸楽苑 江戸川篠崎店 Kourakuen Edogawa Shinozaki",,,,,,"幸楽苑 江戸川篠崎店 Kourakuen Edogawa Shinozaki",,,2
2292,"菜福楼八幡店 saifukurou motoyawata",,,,,,"菜福楼八幡店 saifukurou motoyawata",,,2
2293,"炭火焼肉 謙 Ken restauran",,,,,,"炭火焼肉 謙 Ken restauran",,,2
2294,"かつや 本八幡店 Katsuya HONHACHIMAN",,,,,,"かつや 本八幡店 Katsuya HONHACHIMAN",,,2
2295,"スシロー 本八幡北口店 Sushiro MOTOYAWATA",,,,,,"スシロー 本八幡北口店 Sushiro MOTOYAWATA",,,2
2296,"ポポラマーマ 本八幡店",,,,,,"ポポラマーマ 本八幡店",,,2
2297,"パスティノーバ　シャポー市川店 PASTINOVA　Shapo　Ichikawa",,,,,,"パスティノーバ　シャポー市川店 PASTINOVA　Shapo　Ichikawa",,,2
2298,"徳福　八幡店 Tokufuku Yawata",,,,,,"徳福　八幡店 Tokufuku Yawata",,,2
2299,"吉野家 西船橋店 Yoshinoya NISHI FUNABASHI",,,,,,"吉野家 西船橋店 Yoshinoya NISHI FUNABASHI",,,2
2300,"銀だこハイボール酒場 本八幡店 Gindaco Hi-Ball Sakaba Motoyawata",,,,,,"銀だこハイボール酒場 本八幡店 Gindaco Hi-Ball Sakaba Motoyawata",,,2
2301,"吉野家 １４号線篠崎店 Yoshinoya 14 GOSEN SHINOZAKI",,,,,,"吉野家 １４号線篠崎店 Yoshinoya 14 GOSEN SHINOZAKI",,,2
2302,"大阪王将 本八幡店 Osaka Ohsho Motoyawata",,,,,,"大阪王将 本八幡店 Osaka Ohsho Motoyawata",,,2
2303,"大戸屋ごはん処 イオン市川妙典店 Ootoya Aeon Ichikawa Myoden",,,,,,"大戸屋ごはん処 イオン市川妙典店 Ootoya Aeon Ichikawa Myoden",,,2
2304,"吉野家 行徳新浜店 Yoshinoya GYOTOKU NIHAMA",,,,,,"吉野家 行徳新浜店 Yoshinoya GYOTOKU NIHAMA",,,2
2305,"松屋 本八幡南口店 Matsuya Motoyawata Minamiguchi",,,,,,"松屋 本八幡南口店 Matsuya Motoyawata Minamiguchi",,,2
2306,"豚首領 瑞江店 Butashuryo mizueten",,,,,,"豚首領 瑞江店 Butashuryo mizueten",,,2
2307,"はなまるうどん イオン市川妙典",,,,,,"はなまるうどん イオン市川妙典",,,2
2308,"ワインカフェ パブジャック 本八幡店 wine cafe Pub Jack",,,,,,"ワインカフェ パブジャック 本八幡店 wine cafe Pub Jack",,,2
2309,"かつてんイオン市川妙典店 KATSUTEN AEON ICHIKAWAMYOUDEN",,,,,,"かつてんイオン市川妙典店 KATSUTEN AEON ICHIKAWAMYOUDEN",,,2
2310,"漁場から届ける 本物の寿司やまと篠崎店 Yamato Shinozaki",,,,,,"漁場から届ける 本物の寿司やまと篠崎店 Yamato Shinozaki",,,2
2311,"陽山道 篠崎店 Yansando Shinozaki",,,,,,"陽山道 篠崎店 Yansando Shinozaki",,,2
2312,"サーティワン アイスクリーム ニッケコルトンプラザ店 31 IceCream NIKKE COLTON PLAZA",,,,,,"サーティワン アイスクリーム ニッケコルトンプラザ店 31 IceCream NIKKE COLTON PLAZA",,,2
2313,"肉と魚 華-Hana- 妙典店",,,,,,"肉と魚 華-Hana- 妙典店",,,2
2314,"てけてけ 本八幡駅南口店 Teketeke HONNYAHATAEKIMINAMIGUCHITENN",,,,,,"てけてけ 本八幡駅南口店 Teketeke HONNYAHATAEKIMINAMIGUCHITENN",,,2
2315,"天丼てんや 市川 Tendon tenya Ichikawa",,,,,,"天丼てんや 市川 Tendon tenya Ichikawa",,,2
2316,"デニーズ 市川鬼高店 Denny's ICHIKAWAONIDAKA",,,,,,"デニーズ 市川鬼高店 Denny's ICHIKAWAONIDAKA",,,2
2317,"とり亀 本八幡本店 toriki motoyawatahonntenn",,,,,,"とり亀 本八幡本店 toriki motoyawatahonntenn",,,2
2318,"長崎ちゃんぽん リンガーハット 千葉妙典店 Ringer Hut CHIBA MYOUDEN",,,,,,"長崎ちゃんぽん リンガーハット 千葉妙典店 Ringer Hut CHIBA MYOUDEN",,,2
2319,"デニーズ 篠崎店 Denny's SHINOZAKI",,,,,,"デニーズ 篠崎店 Denny's SHINOZAKI",,,2
2320,"ゴロゴロお肉の牛タコス 瑞江店 All-Beef-Tacos Mizue",,,,,,"ゴロゴロお肉の牛タコス 瑞江店 All-Beef-Tacos Mizue",,,2
2321,"いってん市川店 ittenichikawaten",,,,,,"いってん市川店 ittenichikawaten",,,2
2322,"大戸屋ごはん処 ニッケコルトンプラザ店 Ootoya Nikke Colton Plaza",,,,,,"大戸屋ごはん処 ニッケコルトンプラザ店 Ootoya Nikke Colton Plaza",,,2
2323,"ステーキ・ハンバーグけん ショップス市川店 steakandhamburg ken shops itikawaten",,,,,,"ステーキ・ハンバーグけん ショップス市川店 steakandhamburg ken shops itikawaten",,,2
2324,"牛角 市川鬼高店 Gyukaku Ichikawa Onitaka",,,,,,"牛角 市川鬼高店 Gyukaku Ichikawa Onitaka",,,2
2325,"魚民 篠崎北口駅前店",,,,,,"魚民 篠崎北口駅前店",,,2
2326,"居酒屋日本一のから揚げ専門店　えんまる　本八幡店",,,,,,"居酒屋日本一のから揚げ専門店　えんまる　本八幡店",,,2
2327,"宅配とんかつ専門店 かさねや 市川店",,,,,,"宅配とんかつ専門店 かさねや 市川店",,,2
2328,"華屋与兵衛 篠崎公園 Hanayayohei Shinozaki park",,,,,,"華屋与兵衛 篠崎公園 Hanayayohei Shinozaki park",,,2
2329,"からあげの鉄人 篠崎北口駅前店",,,,,,"からあげの鉄人 篠崎北口駅前店",,,2
2330,"やよい軒 本八幡店",,,,,,"やよい軒 本八幡店",,,2
2331,"ゴロゴロお肉の牛タコス 市川真間店 All-Beef-Tacos Ichikawamama",,,,,,"ゴロゴロお肉の牛タコス 市川真間店 All-Beef-Tacos Ichikawamama",,,2
2332,"インドレストラン ビニタ Indian Restaurant BINITA",,,,,,"インドレストラン ビニタ Indian Restaurant BINITA",,,2
2333,"キッチンオリジン 篠崎 Kitchen Origin Shinozaki",,,,,,"キッチンオリジン 篠崎 Kitchen Origin Shinozaki",,,2
2334,"ピザハット 中山店 Pizza Hut NAKAYAMA",,,,,,"ピザハット 中山店 Pizza Hut NAKAYAMA",,,2
2335,"いきなり！ステーキ 市川店 Ikinari Steak Ichikawa",,,,,,"いきなり！ステーキ 市川店 Ikinari Steak Ichikawa",,,2
2336,"酔いどれ　西船橋店　yoidore nishifunabashi",,,,,,"酔いどれ　西船橋店　yoidore nishifunabashi",,,2
2337,"みつえちゃん 西船橋北口駅前店",,,,,,"みつえちゃん 西船橋北口駅前店",,,2
2338,"和牛もつ鍋専門 えんまる 本八幡店 Wagyumotunabe Enmaru Motoyawata",,,,,,"和牛もつ鍋専門 えんまる 本八幡店 Wagyumotunabe Enmaru Motoyawata",,,2
2339,"ゴールドチキン　本八幡店 　GoldChicken　Motoyawata",,,,,,"ゴールドチキン　本八幡店 　GoldChicken　Motoyawata",,,2
2340,"キッチンオリジン 原木中山店 Kitchen Origin Baraki Nakayama",,,,,,"キッチンオリジン 原木中山店 Kitchen Origin Baraki Nakayama",,,2
2341,"バーガーズカフェグリルフクヨシ 本八幡店 Burgers Cafe Grill Fukuyoshi Motoyawata",,,,,,"バーガーズカフェグリルフクヨシ 本八幡店 Burgers Cafe Grill Fukuyoshi Motoyawata",,,2
2342,"カリカリ唐揚げ専門店 カリチキ 市川北口駅前店",,,,,,"カリカリ唐揚げ専門店 カリチキ 市川北口駅前店",,,2
2343,"和洋食彩 くつろぎや Japanese Restaurant Kutsurogiya",,,,,,"和洋食彩 くつろぎや Japanese Restaurant Kutsurogiya",,,2
2344,"笑笑 西船橋北口駅前店",,,,,,"笑笑 西船橋北口駅前店",,,2
2345,"魚民 原木中山南口駅前店",,,,,,"魚民 原木中山南口駅前店",,,2
2346,"韓国熟成焼肉 コギヤ 本八幡店 Koreanagedyakiniku Kogia Motoyawata",,,,,,"韓国熟成焼肉 コギヤ 本八幡店 Koreanagedyakiniku Kogia Motoyawata",,,2
2347,"ピザーラスタイル江戸川 PIZZA-LA STYLE Edogawa",,,,,,"ピザーラスタイル江戸川 PIZZA-LA STYLE Edogawa",,,2
2348,"かっぱ寿司 市川東大和田店 Kappa Sushi Ichikawa Higashi Oowada",,,,,,"かっぱ寿司 市川東大和田店 Kappa Sushi Ichikawa Higashi Oowada",,,2
2349,"から好し 市川国分店 Karayoshi Ichikawa Kokubu",,,,,,"から好し 市川国分店 Karayoshi Ichikawa Kokubu",,,2
2350,"神保町ビーフ 本八幡店 Jinbo-cho Beef Motoyawata",,,,,,"神保町ビーフ 本八幡店 Jinbo-cho Beef Motoyawata",,,2
2351,"魚民 市川北口駅前店",,,,,,"魚民 市川北口駅前店",,,2
2352,"キッチンオリジン 本八幡南口店 Kitchen Origin Motoyawataminami",,,,,,"キッチンオリジン 本八幡南口店 Kitchen Origin Motoyawataminami",,,2
2353,"コメダ珈琲店 シャポー市川店 Komeda's Coffee Shapo Ichikawa",,,,,,"コメダ珈琲店 シャポー市川店 Komeda's Coffee Shapo Ichikawa",,,2
2354,"肉笑",,,,,,"肉笑",,,2
2355,"サンマルクカフェ ニッケコルトンプラザ店",,,,,,"サンマルクカフェ ニッケコルトンプラザ店",,,2
2356,"牛たん専門店せんり 本八幡店 Gyutan Senri Motoyawata",,,,,,"牛たん専門店せんり 本八幡店 Gyutan Senri Motoyawata",,,2
2357,"ほっともっと 本八幡南口店",,,,,,"ほっともっと 本八幡南口店",,,2
